start	end	text
241120	243440	He mapped the boundary from the inside.
243440	244640	Exactly.
244640	249520	He used logic to push language to its absolute breaking point,
250080	253280	drew a circle around everything we can rationally talk about,
253280	254800	and basically said,
254800	257200	OK, outside this circle is the unspeakable.
257200	259120	Don't even try to go there.
259120	262160	He's like a cartographer drawing dragons at the edge of the map,
262160	265440	but he never actually sails the ship into those uncharted waters.
265440	268960	He stays totally safe inside the realm of logic.
268960	272560	He's essentially saying that language is a logical picture of facts.
273200	276720	And since the meaning of the world lies outside the facts of the world,
276720	278080	language just can't touch it.
278080	279680	It's a brilliant diagnosis.
279680	282000	It is, but it's still just a diagnosis.
282000	283840	The whole climbing of a ladder,
283840	286880	then throwing away the ladder that Wittgenstein talks about,
286880	289520	it remains a purely intellectual exercise.
289520	292160	Right, to actually experience what lies beyond that boundary,
292160	294800	we have to look at the philosophical escalation that happens
294800	297360	when thinkers try to break out of the map entirely.
297360	298800	Unless trace that escalation,
298800	300960	because the author lays it up beautifully,
300960	303600	we start with Wittgenstein pointing at the boundary.
303600	305760	The next massive leap is Edmund Hussle.
305760	307200	The father of phenomenology.
307200	309200	Right. Hussle isn't just drawing a map.
309200	313040	He's basically inventing a new way to use your brain.
313040	315360	He develops this concept called the epique,
315360	319120	which is usually translated as bracketing the natural attitude, right?
319120	322240	Yeah, bracketing, which I know sounds like an accounting term,
322240	324080	but let's actually walk through what that feels like.
324080	326400	Yeah, please, because it's a weird concept.
326400	328080	So normally you move through the world,
328880	330480	taking reality totally of a granted.
331280	333840	You look at, say, a coffee cup on your desk,
334720	336800	and your brain instantly labels it.
337360	338880	My favorite ceramic cup.
338880	340320	It holds hot liquid.
340320	342400	It exists subjectively in space.
342400	346240	You are basically drowning in assumptions and histories and categories.
346240	347280	You're not seeing the cup.
347280	349040	You're seeing the concept of a cup.
349040	349920	Exactly.
349920	353680	Hussle's epique is the practice of mentally putting all those concepts.
353680	355200	The ceramic part, the utility,
355200	359120	even the belief that the cup exists independently of you into brackets.
359120	360880	You suspend your judgment entirely.
360880	362960	Like pausing the mental software.
362960	363920	Yes.
363920	366800	You stop analyzing what the object is in the real world.
367360	370240	And you force your attention onto the pure,
370240	374080	raw phenomenon of the object appearing in your consciousness.
374080	376080	It's a massive mental shift.
376080	379360	You're no longer playing Vickinstein's logic game at all.
379360	384000	You're doing something closer to like an intense,
384000	385760	hyper-focused meditation.
385760	388080	You are training a specific mode of attention
388080	389600	to bypass the labels.
389600	392000	And that leads directly to the next escalation,
392000	393120	which is Martin Heidegger,
393120	395040	who is actually Hussle's student.
395040	396560	Heidegger takes this practice
396560	399600	and applies it to the very nature of existence itself.
399600	401760	He introduces concepts like Alaskan height,
401760	404880	which translates roughly to letting B or releasement.
404880	408720	Heidegger wanted to dynamite the entire history of Western philosophy, didn't he?
408720	411280	Because he thought it was obsessed with categorizing things
411280	413440	as objects to be studied by subjects.
413440	414480	He really did.
414480	417440	He wanted to get before the split between the subject and the object.
417440	419440	Okay, so think about the moments in your life
419440	421920	when you are completely immersed in an activity.
421920	426000	Maybe you're playing a piano or surfing or coding in a deep flow state.
426080	427760	Flow state is the perfect example.
427760	431280	In those moments, there is no you analyzing the piano.
431280	433120	The boundary just vanishes.
433120	434960	There is just the music happening.
434960	436480	Heidegger believed that this state
436480	438000	getting behind that artificial wall
438000	440080	between observer and observed
440080	444080	was the only way to glimpse being with a capital B.
444080	446160	It's really no surprise that in his later years,
446160	449040	his work started to deeply echo East Asian thought,
449040	451200	especially Taoist philosophy.
451200	454880	Which brings us to the absolute peak of this progression in the essay.
454880	457840	We go from Vickinstein mapping the limits of words
457840	461920	to hostile suspending labels to Heidegger dissolving the observer
461920	464000	and finally to the Buddha.
464000	467760	And the author argues that the Buddha wasn't just theorizing about any of this.
467760	470480	The Buddha was pure unadulterated practice.
470480	472960	There is this stunning historical detail
472960	474960	the author includes to illustrate this.
474960	477440	After wandering and teaching for 45 years,
477440	480160	delivering thousands of discourses to his followers,
480160	482960	the Buddha is said to have declared on his deathbed.
483040	484960	I have not said a single word.
484960	485920	Which is wild.
485920	489360	Right. If you look at that through Vickinstein's purely logical lens,
489360	491440	it's nonsense. It's a blatant contradiction.
491440	493600	The guy talked for four and a half decades.
493600	496080	But if you understand the escalation we just mapped out,
496720	499280	it is the most coherent thing he could possibly say.
500160	503840	Those 45 years of speaking were never meant to be objective truths.
504720	507360	They were, in the classic ven metaphor,
507360	509280	merely fingers pointing at the moon.
509760	511680	The words are the finger.
511680	514240	The direct experience of reality is the moon.
514240	517600	If you stare at the finger, you miss the sky completely.
517600	520400	The author brings in the diamond sutra to drive this home.
520400	523440	It's perhaps the most famous text in Mahayana Buddhism.
523440	527680	And the entire sutra is a relentless assault on language using language.
527680	530000	Exactly. It repeats over and over
530000	533520	that all forms or illusions that the Buddha has no fixed teaching,
533520	537280	that saying you have achieved enlightenment actually proves you haven't.
537280	541120	It operates entirely on the principle of direct seeing the Chinese character Guan.
541120	545040	Guan. It's perception without the filter of vocabulary.
545520	548880	So to bring this back to you, the listener, we have a problem here today.
548880	550880	We have this time together to do a deep dive.
550880	555360	And the only tool we have to connect with you is the very language we just proved is flawed.
555360	556880	We are in the language trap.
557520	560160	And the author acknowledges this trap openly in the text.
560160	562720	They write, I will use language in what follows.
562720	563920	I have no choice.
563920	565920	We are in the exact same boat.
566000	570000	We have to use the scaffolding of words to build these concepts for you.
570000	574000	But the critical takeaway for you listening is how you process what you're hearing.
574480	579680	The words we're using today are just the exhaust fumes of the actual realization.
579680	581840	Oh, I like that. The exhaust fumes.
581840	585360	Right. They are the footprints in the dirt, not the creature that left them.
585360	589120	So as we move into the actual dismantling of human meaning,
589120	595360	try to look past our syntax, look at the vast, terrifying, empty space the words are pointing toward.
595360	599760	With that caveat in place, we can pick up the actual instrument the author uses
599760	601920	to dissect human experience.
601920	605200	Because if words are flawed, what internal mechanism do we rely on?
605200	607360	The author chooses rational thinking.
607360	611440	But they immediately strict away all the romantic mythology we usually attach to it.
611440	614720	This was a major wake-up call for me reading the text.
614720	619200	We have this deep-seated, incredibly flattering self-image in Western culture.
619840	624880	We think of ourselves as these autonomous, free thinking captains of our own destiny.
624880	628640	We really believe our rationality makes us independent from the universe.
628640	631600	The author takes a sledgehammer to that illusion.
631600	634080	Strict autonomy simply does not exist.
634080	634720	It's a fiction.
635600	640800	You are an organism shaped by a relentless barrage of external forces,
640800	646240	your environment, your genetic inheritance, the specific grammatical structure of your native language.
646240	648960	The unspoken belief systems of your zip code.
648960	653040	Yes. All of these things have been stamped on your nervous system without your consent.
653040	656080	It really makes you question every original thought you've ever had.
656080	659600	Like, when I think I'm making a deeply personal independent choice,
659600	664880	I'm usually just executing a complex software program written by my culture and my biology.
664880	667200	Your originality is largely a mirage.
667200	669680	But wait, this is where I push back when I was reading.
669680	675200	If my free will is an illusion, and I'm basically just a meat computer running cultural software,
675840	678160	why bother trying to think rationally at all?
678160	680560	Aren't I just running on a pre-programmed track?
680560	681600	It's a fair question.
681600	684640	Why not just let your environment pull the levers and go to sleep at the wheel?
684640	685520	Exactly.
685520	689840	But the author's defense of rationality here is brilliantly unromantic.
689840	691200	It's pure pragmatism.
691920	696240	We don't use rationality because it grants us some magical metaphysical free will.
696240	702240	We use it because it's empirically the best tool for achieving very specific outcomes.
702240	704640	They lay out two concrete criteria.
704640	709280	We use reason because it maximizes our ability to make our own lives unfold
709280	710960	in ways we find desirable.
710960	716080	And secondly, it maximizes our ability to ensure our actions do good for humanity
716080	717600	and the broader universe.
717600	719040	Notice what's missing there, though.
719040	721680	The author isn't claiming that making your life desirable
721680	724160	is objectively true with a capital T.
724160	725120	No, not at all.
725120	727040	It's just saying, look, since you're here,
727040	730480	and since you clearly prefer feeling good over feeling terrible,
730480	733360	and preferring a functioning society over a collapsed one,
733840	737200	rationality is the sharpest tool in the shed to get you there.
737200	739760	The alternative is relying on emotional reasoning.
740400	742960	And the author issues a severe warning about that.
743840	748640	Relying on your emotions to decide what is honorable or meaningful is a total trap.
748640	752720	Because your emotions are the very things that have been programmed by your environment.
752720	753360	Exactly.
753360	756320	If you rely on a gut feeling to tell you what's noble,
756320	759680	your gut is just going to regurgitate whatever society fed it.
759680	763360	Right. Like if you're born into a hyper-militaristic society,
763360	766880	your emotions will naturally swell with pride at the thought of dying
766880	768560	in a completely pointless war.
768560	770800	Or if you're born into modern hustle culture,
770800	773440	your emotions will convince you that sacrificing your physical health
773440	776080	for a corporate promotion is the highest form of honor.
776560	779520	The author summarizes this with a chilling phrase.
779520	785280	Relying purely on inherited emotional responses is being thought by one's environment.
785280	786960	Being thought by one's environment.
787600	789280	You aren't generating thoughts.
789280	792240	The environment is using your brain to generate its thoughts.
792240	795040	Your mind is just a colony for cultural viruses.
795040	796880	So rationality is our scalpel.
797440	801120	It's the only instrument sharp enough to cut through the dense layers
801120	803840	of inherited programming and sever the puppet strings.
803840	805760	And that brings us to the core of the essay.
805760	806640	We have our scalpel.
807280	811360	The author asks us to take this tool of pragmatic rationality
811360	814400	and apply it ruthlessly to everything we consider sacred,
814400	817120	beautiful, and honorable in the human experience.
817120	818640	We are stepping into the dissolution.
818640	819920	We are falling into the void.
820480	824560	And the author goes straight for the throat by dissecting romantic love.
824640	825680	Yeah, they don't hold back.
825680	827920	Think about the pedestal we put romantic love on.
828560	831920	Thousands of years of poetry, Shakespeare, pop music.
831920	833520	Romeo and Juliet, dying for each other,
833520	836640	is basically the ultimate cultural symbol of nobility.
836640	840560	Love is supposedly this cosmic force that transcends time and space.
841120	842560	But let's apply this scalpel.
842560	842880	Yeah.
842880	844720	What happens when you look at romantic love
844720	847040	through the cold lens of rational analysis?
847040	848960	The poetry just evaporates.
848960	851120	And you were left with evolutionary biology.
851120	854320	It's just neurochemistry and DNA trying to propagate itself.
854720	859040	The intense gravitational pull you feel toward another human being
859040	861440	is a highly optimized survival mechanism.
862400	865440	We feel romantic love because the specific DNA sequences
865440	867920	that predisposed our early ancestors to bond,
867920	870160	stay together and protect their offspring
870160	874000	were the sequences that survived the brutal filter of natural selection.
874000	875760	The ancestors who didn't fall in love
875760	878560	who felt no biological urge to protect their mates,
878560	880880	they simply didn't pass on their genes.
880880	884160	Their indifference was bred out of the gene pool entirely.
884160	886400	So that mystical feeling of two souls
886400	888080	finding each other in the dark,
888080	891200	it's a blind, unthinking optimization process.
891840	893680	Juliet is just a biological vessel
893680	896800	for Romeo's genetic material to replicate and vice versa.
896800	899920	Which is such a brutally unromantic thing to say out loud.
899920	901200	Imagine telling your partner,
901200	904720	hey, my DNA just really wants to replicate with yours.
904720	905760	I wouldn't recommend it.
905760	907840	But the scalpel doesn't stop at romance.
907840	910720	It cuts through the entire spectrum of human emotion.
910800	914400	Joy, sorrow, righteous anger, empathy,
914400	916480	even the feeling of profound inspiration.
916480	917760	That one hurts the most, I think.
918320	922160	The idea that feeling inspired to create art or build something new
922160	923840	isn't a touch of the divine,
923840	925520	but just another survival tool.
926000	928960	Feelings of ambition or inspiration drive organisms
928960	931200	to overcome environmental obstacles,
931200	934080	secure more resources and elevate their status
934080	935600	within a social hierarchy.
935600	939680	And all of that drastically improves the odds of survival and reproduction.
940480	943600	Every emotion, no matter how sacred it feels from the inside,
944240	946880	is just a nervous system configuration designed
946880	948640	to navigate a physical environment.
948640	951600	The universe doesn't care if you feel joy or despair.
951600	954240	Your brain just uses those emotional states
954240	956000	as internal carrots and sticks.
956000	959840	There is absolutely no inherent cosmic honor in any of it.
959840	962240	Let's turn the scalpel toward another massive pillar
962240	965360	of human meaning, greatness and ambition.
965360	967520	We build monuments to historical figures.
967520	969040	We obsess over visionaries.
969120	971680	The author points to figures like tech CEO Jensen Huang
971680	972640	or Albert Einstein.
973200	976320	We treat their achievements driving technological innovation,
976320	977760	unraveling the laws of physics
977760	980000	as the absolute pinnacle of human worth.
980000	981040	But why?
981040	984720	Why is a human building a supercomputer inherently more valuable
984720	986640	or honorable than a beaver building a dam?
987360	990240	Or, frankly, more honorable than the intricate
990240	993200	mathematical perfection of a hurricane forming over the ocean?
993200	995280	When you trace the logic all the way down,
996000	998960	you find that our worship of human greatness
998960	1000800	is a completely closed loop.
1000800	1004240	We honor human achievements because we are humans,
1004240	1006720	operating inside a human-centric culture
1006720	1009600	that invented the concept of achievement in the first place.
1009600	1011760	We built the game, wrote the rules,
1011760	1013040	designed the scoreboard,
1013040	1016000	and now we bow down to the people who rack up the most points.
1016000	1016960	It's totally circular.
1016960	1019360	We honor this because this is what our species does.
1019360	1021920	There's no foundation beneath the four boards,
1021920	1024240	which naturally leads people to try and zoom out, right?
1024320	1025840	When individual meaning fails,
1025840	1027440	we usually try to attach ourselves
1027440	1029680	to a massive collective philosophy.
1029680	1030800	The isms.
1030800	1033440	Humanism is the dominant one in the secular world.
1033440	1035040	The belief that the ultimate good
1035040	1037280	is the flourishing and progress of the human race.
1037280	1038560	It sounds unassailable.
1038560	1041920	I mean, who wants to argue against the flourishing of humanity?
1041920	1044240	But the scalpel demands we ask.
1044240	1045520	Why humanism?
1045520	1048000	If you are relying purely on rationality,
1048000	1050160	you cannot logically prove that humanism
1050160	1051680	is the correct viewpoint.
1051680	1053120	Why not animalism,
1053120	1057120	where we value the flourishing of all sentient life equally,
1057120	1058640	which would mean human convenience
1058640	1061520	must be radically sacrificed for the comfort of livestock,
1061520	1063760	or take it even further to what the author calls,
1063760	1065040	Earthism,
1065040	1068080	valuing the flourishing of the entire planetary ecosystem
1068080	1069760	above any single species.
1069760	1071520	If you adopt Earthism,
1071520	1074000	humanism suddenly looks like a massive threat.
1074000	1077040	The author brings in a phenomenal pop culture reference here,
1077040	1078560	Agent Smith from The Matrix.
1078560	1079840	No, I love this part.
1079840	1082160	Agent Smith famously interrogates Morpheus
1082160	1084400	and describes humanity not as a mammal,
1084400	1085760	but as a virus,
1085760	1086800	a cancer of the planet
1086800	1088560	that endlessly consumes resources
1088560	1089920	until the host is dead.
1089920	1091760	From the perspective of Earthism,
1091760	1092800	wiping out humanity
1092800	1095520	might be the most honorable, rational course of action.
1095520	1097040	Or what about alienism?
1097040	1098720	The idea that we should prioritize
1098720	1100480	the flourishing of some hyper-advanced
1100480	1101840	intergalactic intelligence
1101840	1103680	that views us the way we view ants.
1103680	1105280	The underlying philosophical point
1105280	1107040	is that none of these elizisms
1107040	1108800	can be grounded in anything deeper
1108800	1110560	than an arbitrary starting premise.
1111360	1112960	Rationality is a mechanism
1112960	1115520	for moving from premise A to conclusion B.
1115520	1117200	It cannot prove premise A.
1117200	1118560	You have to blindly assume
1118560	1120560	that human life is the most valuable thing
1120560	1122480	in order to argue for humanism.
1122480	1123760	You can't use logic
1123760	1125120	to prove the very premise
1125120	1126720	that logic requires to function.
1126720	1128640	And this is the moment we hit the bottom.
1128640	1130640	We have deconstructed love,
1130640	1131840	emotion,
1131840	1132960	greatness,
1132960	1135040	and every grand philosophy.
1135040	1136800	Every single standpoint dissolves
1136800	1138160	under the pressure of the scalpel.
1138160	1139600	The author states the reality
1139600	1142160	of the situation with brutal clarity.
1142160	1143520	There is, in this sense,
1143520	1145920	nothing honorable to do in this world period.
1145920	1146720	I want to pause here
1146720	1148880	because it is so easy to misinterpret this
1148880	1150960	as just dark edgy nihilism.
1150960	1151280	Right.
1151280	1153440	It feels like we're just saying everything is trash.
1153440	1155280	But the author leans on David Hume,
1155280	1157280	the 18th century Scottish philosopher,
1157840	1159840	and his famous isot distinction
1159840	1161440	to clarify this void.
1161440	1163520	Hume's insight is crucial here.
1163520	1165760	He pointed out that you cannot deduce
1165760	1166800	an ought,
1166800	1168080	a moral imperative
1168240	1169680	about how things should be
1169680	1170880	from an is,
1170880	1173360	a factual observation about how things are.
1173360	1175040	Just because we use the scalpel
1175040	1177120	to discover that love is a biological trick
1177120	1178640	to ensure reproduction
1178640	1180320	doesn't automatically mean love
1180320	1182160	ought to be abandoned as worthless.
1182160	1184480	The fact that our values have a contingent,
1184480	1186640	evolutionary, random origin
1186640	1189120	doesn't automatically dictate their normative status.
1189120	1191280	It doesn't mean they are inherently trash.
1191280	1193840	The specific phrasing the author uses is vital.
1194560	1196000	These things aren't meaningless.
1196000	1197840	They just lack a cosmic warrant.
1197840	1199200	A cosmic warrant.
1199200	1200480	I love that term.
1200480	1202080	The universe didn't sign a certificate
1202080	1203520	guaranteeing that your ambition
1203520	1205920	or your compassion has objective value.
1205920	1208480	There is no supreme judge keeping score.
1208480	1209520	The void is real,
1209520	1210720	the universe is silent,
1210720	1212000	and there is no safety net.
1212000	1213120	And if we stop here,
1213120	1214320	we are stranded.
1214320	1215680	We're completely paralyzed
1215680	1217360	and pure nihilism.
1217360	1218880	But the author makes a fascinating
1218880	1220640	self-correction regarding their own
1220640	1221920	intellectual journey.
1221920	1223280	They realize that reason got them
1223280	1224320	to the bottom of the void,
1224320	1226320	but it fundamentally lacked the machinery
1226320	1227200	to get them out.
1227280	1229040	If rationality is so powerful,
1229040	1230400	why can't it rebuild meaning?
1230960	1233360	Because of the nature of the tool itself,
1233360	1235200	rationality is a scalpel.
1235200	1236720	It is an instrument of division,
1236720	1237920	of dissection.
1237920	1239520	It cuts away disease tissue
1239520	1241200	and severs illusions,
1241200	1243920	but you cannot use a scalpel to grow a garden.
1243920	1246320	You cannot deduce your way into a meaningful life.
1246320	1248080	If you rely purely on logic,
1248080	1250000	you just stand in an empty field,
1250000	1251360	holding a sharp knife,
1251360	1253280	surrounded by the shredded pieces
1253280	1254640	of your cultural programming.
1254640	1257280	Rationality cleared the plot of land perfectly,
1257280	1259040	but it has no seeds to plant.
1259040	1260320	The return to living
1260320	1262560	requires a completely different mechanism.
1262560	1263920	We need a second engine.
1263920	1265520	To define the second engine,
1265520	1268240	the author points to what we broadly call wisdom
1268240	1270000	and draws on three distinct
1270000	1272080	philosophical traditions to explain it.
1272080	1274800	First is Aristotle's concept of frenesis
1274800	1276160	or practical wisdom.
1276160	1278720	This isn't book smarts or logical deduction.
1278720	1280720	It's the lived intuitive knowledge
1280720	1282400	of how to act in complex,
1282400	1284240	mythy human situations
1284240	1286000	where strict rules break down.
1286000	1288480	Second, they invoke Jean-Paul Sart
1288480	1290560	and the existentialist tradition.
1290560	1292240	The core of existentialism
1292240	1295120	is that existence precedes essence.
1295120	1297120	You exist first in the void
1297120	1299280	and you must actively choose your essence.
1299280	1302000	You don't discover your path through logic.
1302000	1304800	You forge it through bold, unjustified choice.
1304800	1307360	And the third, which I think is just the most beautiful,
1307360	1309680	comes back to Mahayana Buddhism.
1309680	1311200	It's the idea of compassion,
1311360	1313120	that arises spontaneously
1313120	1315200	from the realization of emptiness calm.
1315200	1317440	In the West, we usually equate emptiness
1317440	1318800	with a cold dead vacuum.
1319760	1321040	But in this tradition,
1321040	1322400	truly realizing the void,
1322400	1324720	realizing that you and everyone around you
1324720	1328400	lack any permanent, inherent self or cosmic armor.
1328400	1329760	Doesn't breed apathy.
1329760	1331840	It breeds profound empathy.
1331840	1334240	You see the sheer vulnerability of being alive
1334240	1336160	and compassion is the natural response
1336160	1338720	of an awakened mind to that shared vulnerability.
1338720	1340000	The author gives us an analogy
1340000	1341840	that perfectly unifies all these concepts.
1341840	1342320	Yeah.
1342320	1343520	Reason is the scalpel.
1343520	1345840	Wisdom is the hand that knows when to put the scalpel down.
1345840	1347840	It perfectly captures the tension.
1348400	1350720	I want you to think about this dynamic in your own life.
1351440	1352960	We all know someone or maybe,
1352960	1353840	you know, we've been this person
1353840	1355360	who cannot put the scalpel down.
1355360	1357200	They hyperanalyze everything.
1357200	1357920	Everything.
1357920	1360320	They dissect their romantic relationships,
1360320	1362240	reading into every single text message
1362240	1363600	and tone of voice,
1363600	1366640	logically deconstructing their partners' motives
1366640	1368720	until the relationship essentially
1368720	1370560	bleeds out on the operating table.
1370560	1372560	Or they analyze a career passion
1372560	1374000	until they logically prove it's
1374000	1376080	statistically unlikely to succeed
1376080	1377360	and they lose all joy in it.
1377360	1380000	The purely rational person stays in the void
1380000	1381760	shredding everything they touch.
1381760	1384160	But the wise person uses the scalpel
1384160	1386080	to cut away toxic illusions
1386080	1387600	like the pressure to conform
1387600	1389920	to society's definition of success
1389920	1392240	and then deliberately puts the blade away.
1392240	1394960	They consciously decide to experience the relationship.
1395040	1396800	They choose to paint the canvas,
1396800	1398640	knowing the cosmos doesn't care,
1398640	1399920	but choosing to care anyway.
1399920	1402160	Which brings us to the actual act of living,
1402160	1403840	what the author calls the return.
1404400	1406160	With the scalpel safely sheebed,
1406160	1408320	how do we step back out into the world?
1408320	1409520	Having looked into the void
1409520	1411840	and accepted that no value survives
1411840	1413600	strict rational scrutiny,
1413600	1416160	the author's response is incredibly grounding.
1416960	1418160	I came back to the human.
1418800	1420400	Back to the messy, illogical,
1420400	1423280	contingent attachments of an actual life,
1423280	1424560	back to loving your family,
1424640	1425920	caring about your friends,
1425920	1427200	crying at movies,
1427200	1430480	but the entire context of why we do these things
1430480	1432080	has fundamentally shifted.
1432080	1433520	We aren't returning to these things
1433520	1436640	because we suddenly found a hidden cosmic warrant for them.
1436640	1439040	We already prove that doesn't exist.
1439040	1441440	We return to them simply because we are human.
1441440	1443440	There is no view from nowhere.
1443440	1444880	We can't float in the void
1444880	1447040	as pure nodes of disembodied logic.
1447040	1448400	We are flesh, blood,
1448400	1450560	neurochemistry, and social needs.
1450560	1454160	We are thrown in this specific biological and cultural form.
1454160	1457600	The human experience is the only material we have to work with.
1457600	1460000	So these connections and emotions become valuable,
1460000	1462400	not because they are objective universal truths,
1462400	1464560	but because they are the only ground available
1464560	1466160	for a human to stand on.
1466160	1468480	To really nail down the psychology of this return,
1468480	1470480	the author tinds to Seren Kierkegaard,
1470480	1472240	the 19th century Danish philosopher
1472240	1474480	and his concept of the Knight of Faith.
1474480	1478000	Kierkegaard describes a profound double movement.
1478720	1482240	The first movement is infinite resignation,
1482320	1484400	which is everything we did with the scalpel,
1484400	1486640	surrendering our demand for cosmic meaning,
1486640	1488160	accepting the void,
1488160	1491840	resigning ourselves to the fact that the universe owes us absolutely nothing.
1491840	1493520	A lot of philosophers stop there.
1493520	1496000	They become knights of infinite resignation,
1496000	1497920	detached, cynical,
1497920	1499440	hovering above the world.
1499440	1502480	But the Knight of Faith makes the crucial second movement,
1503520	1506880	a total passionate return to the finite world.
1506880	1510240	The Knight of Faith dives back into the messy reality of life
1510240	1513120	and loves it completely as if it had absolute meaning
1513120	1516320	while simultaneously knowing with perfect clarity that it does not.
1516320	1518800	It's a paradox. Total release,
1518800	1520720	followed immediately by total engagement.
1521360	1524240	Now, when I first read this, my immediate reaction was skepticism.
1524240	1526720	Doesn't this just sound like an intellectual cop out?
1526720	1528880	Aren't we just plugging ourselves back into the matrix
1528880	1532320	because the cold, hard desert of the real world was too depressing?
1532320	1534720	It feels like we're just choosing to be naive again.
1534720	1536960	It's the most common critique of existentialism.
1536960	1538960	Yeah, how is pretending something matters
1538960	1540800	when you know it does not naive?
1540800	1542240	Because of the order of operations.
1542960	1544480	If you never went through the dissolution,
1544480	1546960	if you never picked up the scalpel and faced the void,
1546960	1549200	then yes, blindly loving the world,
1549200	1551120	just because your culture told you to,
1551120	1553120	is naive sentimentalism.
1553120	1554880	You're just a battery in the matrix.
1555520	1557680	But if you have visited the void,
1557680	1559280	the return is transformed.
1559920	1562880	You are looking at the green scrolling code of the matrix.
1562880	1566240	You fully recognize that the state you're eating is a simulation.
1566800	1569600	But instead of sitting in a cold, gray hovercraft,
1569600	1572800	eating protein, gruel out of misplaced pride,
1572800	1575120	you consciously choose to sit at the table,
1575120	1576560	taste the simulated steak,
1576560	1578800	and enjoy the simulated sunset.
1578800	1580720	Because you recognize that the simulation
1580720	1583440	is the only reality your human form can inhabit.
1583440	1585360	As the author says, without the return,
1585360	1586640	the release would be sterile.
1587200	1588400	The void is sterile.
1588400	1590640	Returning after the release is a fully conscious,
